corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
youtube_toxic_comments,"If only people would just take a step back and not make this case about them, because it wasn't about anyone except the two people in that situation.  To lump yourself into this mess and take matters into your own hands makes these kinds of protests selfish and without rational thought and investigation.  The guy in this video is heavily emotional and hyped up and wants to be heard, and when he gets heard he just presses more and more.  He was never out to have a reasonable discussion.  Kudos to the Smerconish for keeping level the whole time and letting Masri make himself out to be a fool.  How dare he and those that tore that city down in protest make this about themselves and to dishonor the entire incident with their own hate.  By the way, since when did police brutality become an epidemic?  I wish everyone would just stop pretending like they were there and they knew EXACTLY what was going on, because there's no measurable amount of people that honestly witnessed this incident, so none of us have a clue on which way this whole issue should have swung.  The grand jury were the most informed, we have to trust the majority rule was the right course of action and let it be.  Also, thank you to the 99.999% of police officers in America that actually serve & protect, even if you're a bit of a jerk when you pull me over, I respect your job and know that someone has to do it and that many people are going to pout about being held accountable to their actions.  People hate police until they need an officer or two around in an emergency.",0,If only people would just take a step back and not make this case about them because it wasnt about anyone except the two people in that situation To lump yourself into this mess and take matters into your own hands makes these kinds of protests selfish and without rational thought and investigation The guy in this video is heavily emotional and hyped up and wants to be heard and when he gets heard he just presses more and more He was never out to have a reasonable discussion Kudos to the Smerconish for keeping level the whole time and letting Masri make himself out to be a fool How dare he and those that tore that city down in protest make this about themselves and to dishonor the entire incident with their own hate By the way since when did police brutality become an epidemic I wish everyone would just stop pretending like they were there and they knew EXACTLY what was going on because theres no measurable amount of people that honestly witnessed this incident so none of us have a clue on which way this whole issue should have swung The grand jury were the most informed we have to trust the majority rule was the right course of action and let it be Also thank you to the of police officers in America that actually serve protect even if youre a bit of a jerk when you pull me over I respect your job and know that someone has to do it and that many people are going to pout about being held accountable to their actions People hate police until they need an officer or two around in an emergency,If only people would just take a step back and not make this case about them because it wasnt about anyone except the two people in that situation To lump yourself into this mess and take matters into your own hands makes these kinds of protests selfish and without rational thought and investigation The guy in this video is heavily emotional and hyped up and wants to be heard and when he gets heard he just presses more and more He was never out to have a reasonable discussion Kudos to the Smerconish for keeping level the whole time and letting Masri make himself out to be a fool How dare he and those that tore that city down in protest make this about themselves and to dishonor the entire incident with their own hate By the way since when did police brutality become an epidemic I wish everyone would just stop pretending like they were there and they knew EXACTLY what was going on because theres no measurable amount of people that honestly witnessed this incident so none of us have a clue on which way this whole issue should have swung The grand jury were the most informed we have to trust the majority rule was the right course of action and let it be Also thank you to the of police officers in America that actually serve protect even if youre a bit of a jerk when you pull me over I respect your job and know that someone has to do it and that many people are going to pout about being held accountable to their actions People hate police until they need an officer or two around in an emergency
youtube_toxic_comments,Law enforcement is not trained to shoot to apprehend.  They are trained to shoot to kill.  And I thank Wilson for killing that punk bitch.,1,Law enforcement is not trained to shoot to apprehend They are trained to shoot to kill And I thank Wilson for killing that punk bitch,Law enforcement is not trained to shoot to apprehend They are trained to shoot to kill And I thank Wilson for killing that punk bitch
youtube_toxic_comments,"
Dont you reckon them 'black lives matter' banners being held by white cunts is  kinda patronizing and ironically racist. could they have not come up with somethin better.. or is it just what white folks do to give them selves pride. 'ooo look at me im being nice for the black people' why does it always have to be about race actually the whole world is pussyfootin around for fear of being racist. its fuckin daft man.",1,Dont you reckon them black lives matter banners being held by white cunts is kinda patronizing and ironically racist could they have not come up with somethin better or is it just what white folks do to give them selves pride ooo look at me im being nice for the black people why does it always have to be about race actually the whole world is pussyfootin around for fear of being racist its fuckin daft man,Dont you reckon them black lives matter banners being held by white cunts is kinda patronizing and ironically racist could they have not come up with somethin better or is it just what white folks do to give them selves pride ooo look at me im being nice for the black people why does it always have to be about race actually the whole world is pussyfootin around for fear of being racist its fuckin daft man
youtube_toxic_comments,"There are a very large number of people who do not like police officers. They are called Criminals and its the reason we have police officers. The fact that Criminals do not like police officers is a testament to the good work that police officers do in protecting the public. When our children or our family are in danger, we do not hessitate to call for help, and we call the Police. Its about time people stopped complaining and started to give the Police some respect for the hard work and dedication that often requires them to put their lives on the line, to serve the public.",0,There are a very large number of people who do not like police officers They are called Criminals and its the reason we have police officers The fact that Criminals do not like police officers is a testament to the good work that police officers do in protecting the public When our children or our family are in danger we do not hessitate to call for help and we call the Police Its about time people stopped complaining and started to give the Police some respect for the hard work and dedication that often requires them to put their lives on the line to serve the public,There are a very large number of people who do not like police officers They are called Criminals and its the reason we have police officers The fact that Criminals do not like police officers is a testament to the good work that police officers do in protecting the public When our children or our family are in danger we do not hessitate to call for help and we call the Police Its about time people stopped complaining and started to give the Police some respect for the hard work and dedication that often requires them to put their lives on the line to serve the public
youtube_toxic_comments,"The Arab dude is absolutely right, he should have not been shot 6 extra time. Shoot him once if hes attacking you and that would stop his attack. Shoot him twice if he's still attacking you, but six times? That is shoot to kill in my opinion. ",0,The Arab dude is absolutely right he should have not been shot extra time Shoot him once if hes attacking you and that would stop his attack Shoot him twice if hes still attacking you but six times That is shoot to kill in my opinion,The Arab dude is absolutely right he should have not been shot extra time Shoot him once if hes attacking you and that would stop his attack Shoot him twice if hes still attacking you but six times That is shoot to kill in my opinion
youtube_toxic_comments,here people his facebook is https://www.facebook.com/bassem.masri.520 he has ties with isis and other terrorist groups he is a muslim extremist ,1,here people his facebook is  he has ties with isis and other terrorist groups he is a muslim extremist,here people his facebook is  he has ties with isis and other terrorist groups he is a muslim extremist
youtube_toxic_comments,"Check out this you tube post. ""Black man goes on an epic rant against Ferguson rioters.""

Although his message is delivered with childish, cartoon-ish emotions.... He is one of the very few African American's who gets it.",1,Check out this you tube post Black man goes on an epic rant against Ferguson rioters Although his message is delivered with childish cartoonish emotions He is one of the very few African Americans who gets it,Check out this you tube post Black man goes on an epic rant against Ferguson rioters Although his message is delivered with childish cartoonish emotions He is one of the very few African Americans who gets it
youtube_toxic_comments,I would LOVE to see this pussy go to Staten Island and spit on a cop. I would LOVE to see it happen. Mike Brown was a strong arm thug and people are burning Ferguson down. Eric Garnier did nothing wrong and was choked to death. No protest on mafia controlled Staten Island. No burning cars. Nothing. ,2,I would LOVE to see this pussy go to Staten Island and spit on a cop I would LOVE to see it happen Mike Brown was a strong arm thug and people are burning Ferguson down Eric Garnier did nothing wrong and was choked to death No protest on mafia controlled Staten Island No burning cars Nothing,I would LOVE to see this pussy go to Staten Island and spit on a cop I would LOVE to see it happen Mike Brown was a strong arm thug and people are burning Ferguson down Eric Garnier did nothing wrong and was choked to death No protest on mafia controlled Staten Island No burning cars Nothing
youtube_toxic_comments,I agree with the protestor.,0,I agree with the protestor,I agree with the protestor
youtube_toxic_comments,mike browns father was made to say that boooshit,1,mike browns father was made to say that boooshit,mike browns father was made to say that boooshit
youtube_toxic_comments,the guy on the right is so on point. don't judge on his speaking abilities but judge him on his messege! you racist fucks can suck my dick. and like always the media focusing on the thing that don't matter. CNN is shit.,1,the guy on the right is so on point dont judge on his speaking abilities but judge him on his messege you racist fucks can suck my dick and like always the media focusing on the thing that dont matter CNN is shit,the guy on the right is so on point dont judge on his speaking abilities but judge him on his messege you racist fucks can suck my dick and like always the media focusing on the thing that dont matter CNN is shit
youtube_toxic_comments,"moral of the story, don't reach for a cops gun because you're probably gunna get shot, white or black",0,moral of the story dont reach for a cops gun because youre probably gunna get shot white or black,moral of the story dont reach for a cops gun because youre probably gunna get shot white or black
youtube_toxic_comments,Masri is about as close as you can get to ISIS in America.  ,1,Masri is about as close as you can get to ISIS in America,Masri is about as close as you can get to ISIS in America
youtube_toxic_comments,We all know with the chimpers there is no compassion in their mud pumping hearts. ,1,We all know with the chimpers there is no compassion in their mud pumping hearts,We all know with the chimpers there is no compassion in their mud pumping hearts
